week_start,region_id,proxy_city,avg_temp_c,rain_mm,snow_cm,max_wind_kmh,wet_cold_days,temp_reference_c,rain_reference_mm,snow_reference_cm,temp_anomaly_c,rain_anomaly_mm,snow_anomaly_cm,heavy_rain_week_flag,heavy_snow_week_flag,cold_week_flag,very_cold_week_flag,wet_cold_week_flag,high_wind_week_flag,cold_severity_dimension,rain_severity_dimension,snow_severity_dimension,wet_cold_severity_dimension,wind_severity_dimension,adverse_dimension_count,extreme_weather_event_flag,mild_weather_candidate_flag,weather_reference_available,scenario_eligible_flag,weather_scenario,scenario_reason,scenario_method,scenario_provenance,scenario_threshold_provenance
2023-08-28,US_MIDWEST,"Chicago, IL",21.157,0.6,0.0,24.7,0,22.258,4.35,0.0,-1.101,-3.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-09-04,US_MIDWEST,"Chicago, IL",21.829,5.1,0.0,24.9,0,20.908,30.05,0.0,0.922,-24.95,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-09-11,US_MIDWEST,"Chicago, IL",16.871,33.8,0.0,25.0,0,20.971,3.85,0.0,-4.1,29.95,0.0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,SEVERE,"SEVERE: colder_than_normal, wetter_than_normal",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-09-18,US_MIDWEST,"Chicago, IL",18.986,11.1,0.0,24.5,0,17.964,17.85,0.0,1.022,-6.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-09-25,US_MIDWEST,"Chicago, IL",19.029,29.3,0.0,19.6,0,16.514,11.25,0.0,2.515,18.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-10-02,US_MIDWEST,"Chicago, IL",16.671,9.6,0.0,31.3,0,15.828,12.65,0.0,0.843,-3.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-10-09,US_MIDWEST,"Chicago, IL",11.586,49.1,0.0,36.9,0,13.208,26.95,0.0,-1.621,22.15,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wetter_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-10-16,US_MIDWEST,"Chicago, IL",11.129,11.9,0.0,28.0,0,11.093,18.7,0.0,0.036,-6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-10-23,US_MIDWEST,"Chicago, IL",14.0,27.3,0.0,27.8,0,10.864,39.75,0.0,3.136,-12.45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-10-30,US_MIDWEST,"Chicago, IL",5.629,3.2,0.14,29.9,1,9.85,5.6,0.0,-4.221,-2.4,0.14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-11-06,US_MIDWEST,"Chicago, IL",8.871,20.3,0.0,34.1,0,7.864,5.8,0.175,1.007,14.5,-0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-11-13,US_MIDWEST,"Chicago, IL",8.571,1.4,0.0,30.8,0,1.614,9.2,2.24,6.956,-7.8,-2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-11-20,US_MIDWEST,"Chicago, IL",3.014,19.7,2.24,28.6,0,3.193,7.25,0.0,-0.179,12.45,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-11-27,US_MIDWEST,"Chicago, IL",1.171,28.4,0.0,26.7,1,3.314,9.45,0.07,-2.143,18.95,-0.07,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-12-04,US_MIDWEST,"Chicago, IL",4.671,6.7,1.26,33.6,1,2.157,14.3,1.89,2.514,-7.6,-0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-12-11,US_MIDWEST,"Chicago, IL",3.043,10.4,0.0,24.4,0,2.507,23.05,0.595,0.536,-12.65,-0.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-12-18,US_MIDWEST,"Chicago, IL",3.4,14.8,0.0,38.4,0,-3.464,1.55,2.275,6.864,13.25,-2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2023-12-25,US_MIDWEST,"Chicago, IL",3.814,17.4,1.26,30.1,2,0.936,10.1,8.155,2.878,7.3,-6.895,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wet_cold_compound,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-01-01,US_MIDWEST,"Chicago, IL",0.086,0.4,4.69,27.3,0,-3.3,9.85,0.77,3.386,-9.45,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-01-08,US_MIDWEST,"Chicago, IL",-3.4,15.2,30.87,40.4,2,-1.193,0.25,1.12,-2.207,14.95,29.75,0,1,1,0,1,0,1,0,1,1,0,3,1,0,1,1,SEVERE,"SEVERE: colder_than_normal, snowier_than_normal, wet_cold_compound | extreme_event_trigger",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-01-15,US_MIDWEST,"Chicago, IL",-13.457,0.0,3.85,31.3,0,-1.65,9.65,3.395,-11.807,-9.65,0.455,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,SEVERE,SEVERE: colder_than_normal | extreme_event_trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-01-22,US_MIDWEST,"Chicago, IL",1.214,43.6,1.82,27.0,7,-5.75,0.0,9.765,6.964,43.6,-7.945,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,SEVERE,"SEVERE: wetter_than_normal, wet_cold_compound",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-01-29,US_MIDWEST,"Chicago, IL",1.743,0.8,0.0,24.1,0,-5.972,1.85,5.25,7.714,-1.05,-5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-02-05,US_MIDWEST,"Chicago, IL",3.143,2.1,0.0,34.2,0,-0.479,10.25,1.33,3.622,-8.15,-1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-02-12,US_MIDWEST,"Chicago, IL",-0.4,4.8,0.21,36.5,1,0.014,12.1,5.635,-0.414,-7.3,-5.425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-02-19,US_MIDWEST,"Chicago, IL",3.957,0.1,1.61,36.0,0,-1.064,22.1,2.415,5.022,-22.0,-0.805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-02-26,US_MIDWEST,"Chicago, IL",6.257,4.2,0.21,37.0,0,3.536,16.65,1.715,2.721,-12.45,-1.505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-03-04,US_MIDWEST,"Chicago, IL",5.357,40.4,0.0,29.1,2,0.322,5.85,7.98,5.036,34.55,-7.98,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,SEVERE,"SEVERE: wetter_than_normal, wet_cold_compound",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-03-11,US_MIDWEST,"Chicago, IL",7.386,14.3,0.0,34.6,0,2.986,11.85,0.21,4.4,2.45,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-03-18,US_MIDWEST,"Chicago, IL",1.343,0.2,4.62,33.4,0,4.615,34.4,2.24,-3.272,-34.2,2.38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-03-25,US_MIDWEST,"Chicago, IL",5.257,34.8,0.0,36.2,2,3.628,45.35,0.595,1.628,-10.55,-0.595,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wet_cold_compound,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-04-01,US_MIDWEST,"Chicago, IL",4.214,42.1,3.64,30.4,4,7.15,30.85,0.0,-2.936,11.25,3.64,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1,1,SEVERE,"SEVERE: colder_than_normal, wet_cold_compound",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-04-08,US_MIDWEST,"Chicago, IL",11.957,6.4,0.0,34.0,0,11.808,11.9,0.07,0.149,-5.5,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-04-15,US_MIDWEST,"Chicago, IL",10.214,22.2,0.0,36.3,0,8.793,21.2,1.26,1.421,1.0,-1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-04-22,US_MIDWEST,"Chicago, IL",11.171,33.3,0.0,36.8,0,7.4,13.1,0.0,3.771,20.2,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wetter_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-04-29,US_MIDWEST,"Chicago, IL",14.729,32.7,0.0,28.2,0,9.914,39.2,0.0,4.815,-6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-05-06,US_MIDWEST,"Chicago, IL",14.143,47.2,0.0,25.0,0,16.993,12.7,0.0,-2.85,34.5,0.0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,SEVERE,"SEVERE: colder_than_normal, wetter_than_normal",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-05-13,US_MIDWEST,"Chicago, IL",16.029,21.8,0.0,27.2,0,14.628,21.35,0.0,1.401,0.45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-05-20,US_MIDWEST,"Chicago, IL",18.629,29.2,0.0,38.8,0,14.729,12.95,0.0,3.9,16.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-05-27,US_MIDWEST,"Chicago, IL",15.6,37.3,0.0,24.5,0,19.672,4.1,0.0,-4.072,33.2,0.0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,SEVERE,"SEVERE: colder_than_normal, wetter_than_normal",RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-06-03,US_MIDWEST,"Chicago, IL",19.886,22.4,0.0,30.1,0,16.936,20.9,0.0,2.95,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-06-10,US_MIDWEST,"Chicago, IL",20.4,6.0,0.0,27.7,0,19.422,17.85,0.0,0.979,-11.85,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-06-17,US_MIDWEST,"Chicago, IL",25.214,7.4,0.0,29.4,0,22.55,12.55,0.0,2.664,-5.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-06-24,US_MIDWEST,"Chicago, IL",21.757,21.5,0.0,40.5,0,21.736,19.45,0.0,0.021,2.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-07-01,US_MIDWEST,"Chicago, IL",21.943,10.9,0.0,26.1,0,21.947,22.1,0.0,-0.004,-11.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-07-08,US_MIDWEST,"Chicago, IL",22.729,25.6,0.0,26.9,0,21.857,22.167,0.0,0.872,3.433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-07-15,US_MIDWEST,"Chicago, IL",21.914,44.8,0.0,19.6,0,23.757,8.167,0.0,-1.843,36.633,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wetter_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-07-22,US_MIDWEST,"Chicago, IL",21.557,12.8,0.0,18.3,0,23.181,9.067,0.0,-1.624,3.733,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-07-29,US_MIDWEST,"Chicago, IL",24.586,23.2,0.0,21.7,0,23.471,14.3,0.0,1.115,8.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-08-05,US_MIDWEST,"Chicago, IL",20.986,3.6,0.0,33.5,0,22.571,15.733,0.0,-1.585,-12.133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-08-12,US_MIDWEST,"Chicago, IL",22.1,38.7,0.0,26.0,0,22.157,18.0,0.0,-0.057,20.7,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wetter_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-08-19,US_MIDWEST,"Chicago, IL",20.671,0.1,0.0,22.7,0,23.862,12.933,0.0,-3.191,-12.833,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-08-26,US_MIDWEST,"Chicago, IL",24.1,11.0,0.0,25.1,0,21.891,3.1,0.0,2.209,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-09-02,US_MIDWEST,"Chicago, IL",17.886,7.2,0.0,24.9,0,21.215,21.733,0.0,-3.329,-14.533,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-09-09,US_MIDWEST,"Chicago, IL",21.557,0.0,0.0,20.9,0,19.604,13.833,0.0,1.953,-13.833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-09-16,US_MIDWEST,"Chicago, IL",21.871,20.6,0.0,27.6,0,18.305,15.6,0.0,3.566,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-09-23,US_MIDWEST,"Chicago, IL",18.129,22.2,0.0,35.8,0,17.352,17.267,0.0,0.777,4.933,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-09-30,US_MIDWEST,"Chicago, IL",17.843,1.2,0.0,33.4,0,16.109,11.633,0.0,1.734,-10.433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-10-07,US_MIDWEST,"Chicago, IL",15.2,34.9,0.0,36.9,0,12.667,34.333,0.0,2.533,0.567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-10-14,US_MIDWEST,"Chicago, IL",10.843,13.1,0.0,36.1,0,11.105,16.433,0.0,-0.262,-3.333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-10-21,US_MIDWEST,"Chicago, IL",12.814,13.3,0.0,25.4,0,11.909,35.6,0.0,0.905,-22.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NORMAL,NORMAL: no material adverse or mild scenario trigger,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-10-28,US_MIDWEST,"Chicago, IL",13.8,8.4,0.0,38.3,0,8.443,4.8,0.047,5.357,3.6,-0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-11-04,US_MIDWEST,"Chicago, IL",12.671,54.5,0.0,35.3,0,8.2,10.633,0.117,4.471,43.867,-0.117,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | wetter_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-11-11,US_MIDWEST,"Chicago, IL",9.057,13.6,0.0,25.6,0,3.933,6.6,1.493,5.124,7.0,-1.493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-11-18,US_MIDWEST,"Chicago, IL",6.914,24.6,4.83,40.1,1,3.133,11.4,0.747,3.781,13.2,4.083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MILD,MILD: warmer_than_seasonal_reference with no adverse weather dimensions,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-11-25,US_MIDWEST,"Chicago, IL",-0.786,1.3,0.0,27.5,0,2.6,15.767,0.047,-3.386,-14.467,-0.047,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
2024-12-02,US_MIDWEST,"Chicago, IL",-1.614,0.8,0.14,42.7,0,2.995,11.767,1.68,-4.609,-10.967,-1.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,NORMAL,NORMAL: isolated adverse dimension without severe compound conditions | colder_than_normal,RULE_BASED_UNWEIGHTED_WEATHER_DIMENSIONS,DERIVED_FROM_PUBLIC_WEATHER,PROJECT_ASSUMPTION
